element,item,year,unit,value,source
Area harvested,Asparagus,2006,ha,497.0,en_crops_livestock_product.csv
Yield,Asparagus,2006,kg/ha,4348.1,en_crops_livestock_product.csv
Production,Asparagus,2006,t,2161.0,en_crops_livestock_product.csv
Area harvested,Asparagus,2007,ha,507.0,en_crops_livestock_product.csv
Yield,Asparagus,2007,kg/ha,4826.4,en_crops_livestock_product.csv
Production,Asparagus,2007,t,2447.0,en_crops_livestock_product.csv
Area harvested,Asparagus,2008,ha,470.0,en_crops_livestock_product.csv
Yield,Asparagus,2008,kg/ha,4853.2,en_crops_livestock_product.csv
Production,Asparagus,2008,t,2281.0,en_crops_livestock_product.csv
Area harvested,Asparagus,2009,ha,480.0,en_crops_livestock_product.csv
Yield,Asparagus,2009,kg/ha,5164.6,en_crops_livestock_product.csv
Production,Asparagus,2009,t,2479.0,en_crops_livestock_product.csv
Area harvested,Asparagus,2010,ha,488.0,en_crops_livestock_product.csv
Yield,Asparagus,2010,kg/ha,3932.4,en_crops_livestock_product.csv
Production,Asparagus,2010,t,1919.0,en_crops_livestock_product.csv
Area harvested,Asparagus,2011,ha,506.0,en_crops_livestock_product.csv
Yield,Asparagus,2011,kg/ha,4869.6,en_crops_livestock_product.csv
Production,Asparagus,2011,t,2464.0,en_crops_livestock_product.csv
Area harvested,Asparagus,2012,ha,601.0,en_crops_livestock_product.csv
Yield,Asparagus,2012,kg/ha,5482.5,en_crops_livestock_product.csv
Production,Asparagus,2012,t,3295.0,en_crops_livestock_product.csv
Area harvested,Asparagus,2013,ha,610.0,en_crops_livestock_product.csv
Yield,Asparagus,2013,kg/ha,4272.4,en_crops_livestock_product.csv
Production,Asparagus,2013,t,2604.48,en_crops_livestock_product.csv
Area harvested,Asparagus,2014,ha,617.0,en_crops_livestock_product.csv
Yield,Asparagus,2014,kg/ha,4084.6,en_crops_livestock_product.csv
Production,Asparagus,2014,t,2518.95,en_crops_livestock_product.csv
Area harvested,Asparagus,2015,ha,629.0,en_crops_livestock_product.csv
Yield,Asparagus,2015,kg/ha,3908.1,en_crops_livestock_product.csv
Production,Asparagus,2015,t,2458.57,en_crops_livestock_product.csv
Area harvested,Asparagus,2016,ha,805.0,en_crops_livestock_product.csv
Yield,Asparagus,2016,kg/ha,3188.8,en_crops_livestock_product.csv
Production,Asparagus,2016,t,2568.18,en_crops_livestock_product.csv
Area harvested,Asparagus,2017,ha,813.0,en_crops_livestock_product.csv
Yield,Asparagus,2017,kg/ha,3736.8,en_crops_livestock_product.csv
Production,Asparagus,2017,t,3038.0,en_crops_livestock_product.csv
Area harvested,Asparagus,2018,ha,820.0,en_crops_livestock_product.csv
Yield,Asparagus,2018,kg/ha,3756.1,en_crops_livestock_product.csv
Production,Asparagus,2018,t,3080.0,en_crops_livestock_product.csv
Area harvested,Asparagus,2019,ha,830.0,en_crops_livestock_product.csv
Yield,Asparagus,2019,kg/ha,4000.0,en_crops_livestock_product.csv
Production,Asparagus,2019,t,3320.0,en_crops_livestock_product.csv
Area harvested,Asparagus,2020,ha,740.0,en_crops_livestock_product.csv
Yield,Asparagus,2020,kg/ha,3418.9,en_crops_livestock_product.csv
Production,Asparagus,2020,t,2530.0,en_crops_livestock_product.csv
Area harvested,Asparagus,2021,ha,750.0,en_crops_livestock_product.csv
Yield,Asparagus,2021,kg/ha,3320.0,en_crops_livestock_product.csv
Production,Asparagus,2021,t,2490.0,en_crops_livestock_product.csv
Area harvested,Asparagus,2022,ha,760.0,en_crops_livestock_product.csv
Yield,Asparagus,2022,kg/ha,3394.7,en_crops_livestock_product.csv
Production,Asparagus,2022,t,2580.0,en_crops_livestock_product.csv
Area harvested,Asparagus,2023,ha,760.0,en_crops_livestock_product.csv
Yield,Asparagus,2023,kg/ha,3052.6,en_crops_livestock_product.csv
Production,Asparagus,2023,t,2320.0,en_crops_livestock_product.csv
Area harvested,Avocados,2018,ha,0.0,en_crops_livestock_product.csv
Production,Avocados,2018,t,0.0,en_crops_livestock_product.csv
Area harvested,Avocados,2019,ha,0.0,en_crops_livestock_product.csv
Production,Avocados,2019,t,0.0,en_crops_livestock_product.csv
Area harvested,Avocados,2020,ha,0.0,en_crops_livestock_product.csv
Production,Avocados,2020,t,0.0,en_crops_livestock_product.csv
Area harvested,Avocados,2021,ha,0.0,en_crops_livestock_product.csv
Production,Avocados,2021,t,0.0,en_crops_livestock_product.csv
Area harvested,Avocados,2022,ha,0.0,en_crops_livestock_product.csv
Production,Avocados,2022,t,0.0,en_crops_livestock_product.csv
Area harvested,Avocados,2023,ha,0.0,en_crops_livestock_product.csv
Production,Avocados,2023,t,0.0,en_crops_livestock_product.csv
Area harvested,Bananas,2018,ha,0.0,en_crops_livestock_product.csv
Production,Bananas,2018,t,0.0,en_crops_livestock_product.csv
Area harvested,Bananas,2019,ha,0.0,en_crops_livestock_product.csv
Production,Bananas,2019,t,0.0,en_crops_livestock_product.csv
Area harvested,Bananas,2020,ha,0.0,en_crops_livestock_product.csv
Production,Bananas,2020,t,0.0,en_crops_livestock_product.csv
Area harvested,Bananas,2021,ha,0.0,en_crops_livestock_product.csv
Production,Bananas,2021,t,0.0,en_crops_livestock_product.csv
Area harvested,Bananas,2022,ha,0.0,en_crops_livestock_product.csv
Production,Bananas,2022,t,0.0,en_crops_livestock_product.csv
Area harvested,Bananas,2023,ha,0.0,en_crops_livestock_product.csv
Production,Bananas,2023,t,0.0,en_crops_livestock_product.csv
Area harvested,Barley,1961,ha,187648.0,en_crops_livestock_product.csv
Yield,Barley,1961,kg/ha,2726.2,en_crops_livestock_product.csv
Production,Barley,1961,t,511571.0,en_crops_livestock_product.csv
Area harvested,Barley,1962,ha,193080.0,en_crops_livestock_product.csv
Yield,Barley,1962,kg/ha,2883.0,en_crops_livestock_product.csv
Production,Barley,1962,t,556640.0,en_crops_livestock_product.csv
Area harvested,Barley,1963,ha,229051.0,en_crops_livestock_product.csv
Yield,Barley,1963,kg/ha,2695.2,en_crops_livestock_product.csv
Production,Barley,1963,t,617331.0,en_crops_livestock_product.csv
Area harvested,Barley,1964,ha,227182.0,en_crops_livestock_product.csv
Yield,Barley,1964,kg/ha,2663.8,en_crops_livestock_product.csv
Production,Barley,1964,t,605177.0,en_crops_livestock_product.csv
Area harvested,Barley,1965,ha,220080.0,en_crops_livestock_product.csv
Yield,Barley,1965,kg/ha,2375.8,en_crops_livestock_product.csv
Production,Barley,1965,t,522864.0,en_crops_livestock_product.csv
Area harvested,Barley,1966,ha,229902.0,en_crops_livestock_product.csv
Yield,Barley,1966,kg/ha,3069.6,en_crops_livestock_product.csv
Production,Barley,1966,t,705712.0,en_crops_livestock_product.csv
Area harvested,Barley,1967,ha,231700.0,en_crops_livestock_product.csv
Yield,Barley,1967,kg/ha,3332.8,en_crops_livestock_product.csv
Production,Barley,1967,t,772210.0,en_crops_livestock_product.csv
Area harvested,Barley,1968,ha,238396.0,en_crops_livestock_product.csv
Yield,Barley,1968,kg/ha,3229.8,en_crops_livestock_product.csv
Production,Barley,1968,t,769979.0,en_crops_livestock_product.csv
Area harvested,Barley,1969,ha,273836.0,en_crops_livestock_product.csv
Yield,Barley,1969,kg/ha,3409.7,en_crops_livestock_product.csv
Production,Barley,1969,t,933706.0,en_crops_livestock_product.csv
Area harvested,Barley,1970,ha,290229.0,en_crops_livestock_product.csv
Yield,Barley,1970,kg/ha,3146.8,en_crops_livestock_product.csv
Production,Barley,1970,t,913301.0,en_crops_livestock_product.csv
Area harvested,Barley,1971,ha,294700.0,en_crops_livestock_product.csv
Yield,Barley,1971,kg/ha,3447.5,en_crops_livestock_product.csv
Production,Barley,1971,t,1015991.0,en_crops_livestock_product.csv
Area harvested,Barley,1972,ha,296112.0,en_crops_livestock_product.csv
Yield,Barley,1972,kg/ha,3299.8,en_crops_livestock_product.csv
Production,Barley,1972,t,977097.0,en_crops_livestock_product.csv
Area harvested,Barley,1973,ha,317855.0,en_crops_livestock_product.csv
Yield,Barley,1973,kg/ha,3418.9,en_crops_livestock_product.csv
Production,Barley,1973,t,1086730.0,en_crops_livestock_product.csv
Area harvested,Barley,1974,ha,319256.0,en_crops_livestock_product.csv
Yield,Barley,1974,kg/ha,3877.4,en_crops_livestock_product.csv
Production,Barley,1974,t,1237869.0,en_crops_livestock_product.csv
Area harvested,Barley,1975,ha,315472.0,en_crops_livestock_product.csv
Yield,Barley,1975,kg/ha,3189.6,en_crops_livestock_product.csv
Production,Barley,1975,t,1006242.0,en_crops_livestock_product.csv
Area harvested,Barley,1976,ha,324507.0,en_crops_livestock_product.csv
Yield,Barley,1976,kg/ha,3964.7,en_crops_livestock_product.csv
Production,Barley,1976,t,1286583.0,en_crops_livestock_product.csv
Area harvested,Barley,1977,ha,328477.0,en_crops_livestock_product.csv
Yield,Barley,1977,kg/ha,3688.9,en_crops_livestock_product.csv
Production,Barley,1977,t,1211734.0,en_crops_livestock_product.csv
Area harvested,Barley,1978,ha,355485.0,en_crops_livestock_product.csv
Yield,Barley,1978,kg/ha,4004.7,en_crops_livestock_product.csv
Production,Barley,1978,t,1423602.0,en_crops_livestock_product.csv
Area harvested,Barley,1979,ha,373205.0,en_crops_livestock_product.csv
Yield,Barley,1979,kg/ha,3024.4,en_crops_livestock_product.csv
Production,Barley,1979,t,1128714.0,en_crops_livestock_product.csv
Area harvested,Barley,1980,ha,373912.0,en_crops_livestock_product.csv
Yield,Barley,1980,kg/ha,4050.4,en_crops_livestock_product.csv
Production,Barley,1980,t,1514491.0,en_crops_livestock_product.csv
Area harvested,Barley,1981,ha,362202.0,en_crops_livestock_product.csv
Yield,Barley,1981,kg/ha,3367.8,en_crops_livestock_product.csv
Production,Barley,1981,t,1219816.0,en_crops_livestock_product.csv
Area harvested,Barley,1982,ha,339802.0,en_crops_livestock_product.csv
Yield,Barley,1982,kg/ha,4227.6,en_crops_livestock_product.csv
Production,Barley,1982,t,1436543.0,en_crops_livestock_product.csv
Area harvested,Barley,1983,ha,340155.0,en_crops_livestock_product.csv
Yield,Barley,1983,kg/ha,4259.6,en_crops_livestock_product.csv
Production,Barley,1983,t,1448917.0,en_crops_livestock_product.csv
Area harvested,Barley,1984,ha,328579.0,en_crops_livestock_product.csv
Yield,Barley,1984,kg/ha,4616.8,en_crops_livestock_product.csv
Production,Barley,1984,t,1516981.0,en_crops_livestock_product.csv
Area harvested,Barley,1985,ha,334079.0,en_crops_livestock_product.csv
Yield,Barley,1985,kg/ha,4554.0,en_crops_livestock_product.csv
Production,Barley,1985,t,1521408.0,en_crops_livestock_product.csv
Area harvested,Barley,1986,ha,332685.0,en_crops_livestock_product.csv
Yield,Barley,1986,kg/ha,3884.9,en_crops_livestock_product.csv
Production,Barley,1986,t,1292450.0,en_crops_livestock_product.csv
Area harvested,Barley,1987,ha,291496.0,en_crops_livestock_product.csv
Yield,Barley,1987,kg/ha,4043.6,en_crops_livestock_product.csv
Production,Barley,1987,t,1178686.0,en_crops_livestock_product.csv
Area harvested,Barley,1988,ha,292384.0,en_crops_livestock_product.csv
Yield,Barley,1988,kg/ha,4673.4,en_crops_livestock_product.csv
Production,Barley,1988,t,1366424.0,en_crops_livestock_product.csv
Area harvested,Barley,1989,ha,291876.0,en_crops_livestock_product.csv
Yield,Barley,1989,kg/ha,4870.7,en_crops_livestock_product.csv
Production,Barley,1989,t,1421645.0,en_crops_livestock_product.csv
Area harvested,Barley,1990,ha,292424.0,en_crops_livestock_product.csv
Yield,Barley,1990,kg/ha,5199.8,en_crops_livestock_product.csv
Production,Barley,1990,t,1520554.0,en_crops_livestock_product.csv
Area harvested,Barley,1991,ha,296905.0,en_crops_livestock_product.csv
Yield,Barley,1991,kg/ha,4806.4,en_crops_livestock_product.csv
Production,Barley,1991,t,1427045.0,en_crops_livestock_product.csv
Area harvested,Barley,1992,ha,274972.0,en_crops_livestock_product.csv
Yield,Barley,1992,kg/ha,4881.0,en_crops_livestock_product.csv
Production,Barley,1992,t,1342141.0,en_crops_livestock_product.csv
Area harvested,Barley,1993,ha,265348.0,en_crops_livestock_product.csv
Yield,Barley,1993,kg/ha,4144.2,en_crops_livestock_product.csv
Production,Barley,1993,t,1099646.0,en_crops_livestock_product.csv
Area harvested,Barley,1994,ha,252746.0,en_crops_livestock_product.csv
Yield,Barley,1994,kg/ha,4685.9,en_crops_livestock_product.csv
Production,Barley,1994,t,1184350.0,en_crops_livestock_product.csv
Area harvested,Barley,1995,ha,229099.0,en_crops_livestock_product.csv
Yield,Barley,1995,kg/ha,4649.5,en_crops_livestock_product.csv
Production,Barley,1995,t,1065188.0,en_crops_livestock_product.csv
Area harvested,Barley,1996,ha,259648.0,en_crops_livestock_product.csv
Yield,Barley,1996,kg/ha,4170.2,en_crops_livestock_product.csv
Production,Barley,1996,t,1082789.0,en_crops_livestock_product.csv
Area harvested,Barley,1997,ha,260641.0,en_crops_livestock_product.csv
Yield,Barley,1997,kg/ha,4825.8,en_crops_livestock_product.csv
Production,Barley,1997,t,1257800.0,en_crops_livestock_product.csv
Area harvested,Barley,1998,ha,265622.0,en_crops_livestock_product.csv
Yield,Barley,1998,kg/ha,4561.2,en_crops_livestock_product.csv
Production,Barley,1998,t,1211557.0,en_crops_livestock_product.csv
Area harvested,Barley,1999,ha,243886.0,en_crops_livestock_product.csv
Yield,Barley,1999,kg/ha,4726.8,en_crops_livestock_product.csv
Production,Barley,1999,t,1152801.0,en_crops_livestock_product.csv
Area harvested,Barley,2000,ha,223762.0,en_crops_livestock_product.csv
Yield,Barley,2000,kg/ha,3819.5,en_crops_livestock_product.csv
Production,Barley,2000,t,854667.0,en_crops_livestock_product.csv
Area harvested,Barley,2001,ha,217473.0,en_crops_livestock_product.csv
Yield,Barley,2001,kg/ha,4655.3,en_crops_livestock_product.csv
Production,Barley,2001,t,1012407.0,en_crops_livestock_product.csv
Area harvested,Barley,2002,ha,200948.0,en_crops_livestock_product.csv
Yield,Barley,2002,kg/ha,4286.6,en_crops_livestock_product.csv
Production,Barley,2002,t,861391.0,en_crops_livestock_product.csv
Area harvested,Barley,2003,ha,212308.0,en_crops_livestock_product.csv
Yield,Barley,2003,kg/ha,4155.9,en_crops_livestock_product.csv
Production,Barley,2003,t,882322.0,en_crops_livestock_product.csv
Area harvested,Barley,2004,ha,191333.0,en_crops_livestock_product.csv
Yield,Barley,2004,kg/ha,5261.7,en_crops_livestock_product.csv
Production,Barley,2004,t,1006742.37,en_crops_livestock_product.csv
Area harvested,Barley,2005,ha,191740.0,en_crops_livestock_product.csv
Yield,Barley,2005,kg/ha,4587.6,en_crops_livestock_product.csv
Production,Barley,2005,t,879628.0,en_crops_livestock_product.csv
Area harvested,Barley,2006,ha,206443.0,en_crops_livestock_product.csv
Yield,Barley,2006,kg/ha,4427.6,en_crops_livestock_product.csv
Production,Barley,2006,t,914052.0,en_crops_livestock_product.csv
Area harvested,Barley,2007,ha,193331.0,en_crops_livestock_product.csv
Yield,Barley,2007,kg/ha,4194.8,en_crops_livestock_product.csv
Production,Barley,2007,t,810980.0,en_crops_livestock_product.csv
Area harvested,Barley,2008,ha,185857.0,en_crops_livestock_product.csv
Yield,Barley,2008,kg/ha,5207.9,en_crops_livestock_product.csv
Production,Barley,2008,t,967921.0,en_crops_livestock_product.csv
Area harvested,Barley,2009,ha,181525.0,en_crops_livestock_product.csv
Yield,Barley,2009,kg/ha,4600.5,en_crops_livestock_product.csv
Production,Barley,2009,t,835107.0,en_crops_livestock_product.csv
Area harvested,Barley,2010,ha,168891.0,en_crops_livestock_product.csv
Yield,Barley,2010,kg/ha,4606.3,en_crops_livestock_product.csv
Production,Barley,2010,t,777961.0,en_crops_livestock_product.csv
Area harvested,Barley,2011,ha,153286.0,en_crops_livestock_product.csv
Yield,Barley,2011,kg/ha,5606.4,en_crops_livestock_product.csv
Production,Barley,2011,t,859375.0,en_crops_livestock_product.csv
Area harvested,Barley,2012,ha,150576.0,en_crops_livestock_product.csv
Yield,Barley,2012,kg/ha,4399.5,en_crops_livestock_product.csv
Production,Barley,2012,t,662466.0,en_crops_livestock_product.csv
Area harvested,Barley,2013,ha,142574.0,en_crops_livestock_product.csv
Yield,Barley,2013,kg/ha,5148.6,en_crops_livestock_product.csv
Production,Barley,2013,t,734050.59,en_crops_livestock_product.csv
Area harvested,Barley,2014,ha,145825.0,en_crops_livestock_product.csv
Yield,Barley,2014,kg/ha,5799.4,en_crops_livestock_product.csv
Production,Barley,2014,t,845704.92,en_crops_livestock_product.csv
Area harvested,Barley,2015,ha,151769.0,en_crops_livestock_product.csv
Yield,Barley,2015,kg/ha,5537.6,en_crops_livestock_product.csv
Production,Barley,2015,t,840433.0,en_crops_livestock_product.csv
Area harvested,Barley,2016,ha,140425.0,en_crops_livestock_product.csv
Yield,Barley,2016,kg/ha,6122.1,en_crops_livestock_product.csv
Production,Barley,2016,t,859701.77,en_crops_livestock_product.csv
Area harvested,Barley,2017,ha,138903.0,en_crops_livestock_product.csv
Yield,Barley,2017,kg/ha,5630.0,en_crops_livestock_product.csv
Production,Barley,2017,t,782029.0,en_crops_livestock_product.csv
Area harvested,Barley,2018,ha,139270.0,en_crops_livestock_product.csv
Yield,Barley,2018,kg/ha,4961.8,en_crops_livestock_product.csv
Production,Barley,2018,t,691030.0,en_crops_livestock_product.csv
Area harvested,Barley,2019,ha,137240.0,en_crops_livestock_product.csv
Yield,Barley,2019,kg/ha,6034.2,en_crops_livestock_product.csv
Production,Barley,2019,t,828130.0,en_crops_livestock_product.csv
Area harvested,Barley,2020,ha,134800.0,en_crops_livestock_product.csv
Yield,Barley,2020,kg/ha,6415.9,en_crops_livestock_product.csv
Production,Barley,2020,t,864860.0,en_crops_livestock_product.csv
Area harvested,Barley,2021,ha,123620.0,en_crops_livestock_product.csv
Yield,Barley,2021,kg/ha,6006.6,en_crops_livestock_product.csv
Production,Barley,2021,t,742530.0,en_crops_livestock_product.csv
Area harvested,Barley,2022,ha,122550.0,en_crops_livestock_product.csv
Yield,Barley,2022,kg/ha,6259.6,en_crops_livestock_product.csv
Production,Barley,2022,t,767120.0,en_crops_livestock_product.csv
Area harvested,Barley,2023,ha,122710.0,en_crops_livestock_product.csv
Yield,Barley,2023,kg/ha,6292.2,en_crops_livestock_product.csv
Production,Barley,2023,t,772120.0,en_crops_livestock_product.csv
Area harvested,"Beans, dry",1961,ha,682.0,en_crops_livestock_product.csv
Yield,"Beans, dry",1961,kg/ha,1700.9,en_crops_livestock_product.csv
Production,"Beans, dry",1961,t,1160.0,en_crops_livestock_product.csv
Area harvested,"Beans, dry",1962,ha,602.0,en_crops_livestock_product.csv
Yield,"Beans, dry",1962,kg/ha,1508.3,en_crops_livestock_product.csv
Production,"Beans, dry",1962,t,908.0,en_crops_livestock_product.csv
Area harvested,"Beans, dry",1963,ha,460.0,en_crops_livestock_product.csv
Yield,"Beans, dry",1963,kg/ha,1797.8,en_crops_livestock_product.csv
Production,"Beans, dry",1963,t,827.0,en_crops_livestock_product.csv
